"region","species","yearqua","cpue_year","num_subarea_all_length","mean_prop_subarea","mean_num_subarea"
"Eastern Bering Sea","Pleuronectes quadrituberculatus",1991,1263.9549775,110,0.656363636363636,72.2
"Eastern Bering Sea","Pleuronectes quadrituberculatus",1992,1174.9205029,101,0.671287128712871,67.8
"Eastern Bering Sea","Pleuronectes quadrituberculatus",1993,1330.7384373,108,0.711111111111111,76.8
"Eastern Bering Sea","Pleuronectes quadrituberculatus",1994,1676.1571427,114,0.701754385964912,80
"Eastern Bering Sea","Pleuronectes quadrituberculatus",1995,1313.8836089,115,0.683478260869565,78.6
"Eastern Bering Sea","Pleuronectes quadrituberculatus",1996,1417.4640374,115,0.702608695652174,80.8
"Eastern Bering Sea","Pleuronectes quadrituberculatus",1997,1685.2609561,113,0.702654867256637,79.4
"Eastern Bering Sea","Pleuronectes quadrituberculatus",1998,1216.2664019,119,0.717647058823529,85.4
"Eastern Bering Sea","Pleuronectes quadrituberculatus",1999,1229.9213708,123,0.746341463414634,91.8
"Eastern Bering Sea","Pleuronectes quadrituberculatus",2000,1158.8992917,115,0.666086956521739,76.6
"Eastern Bering Sea","Pleuronectes quadrituberculatus",2001,1370.0180296,119,0.670588235294118,79.8
"Eastern Bering Sea","Pleuronectes quadrituberculatus",2002,1087.982691,113,0.669026548672566,75.6
"Eastern Bering Sea","Pleuronectes quadrituberculatus",2003,1123.900632,113,0.614159292035398,69.4
"Eastern Bering Sea","Pleuronectes quadrituberculatus",2004,1189.9660711,116,0.632758620689655,73.4
"Eastern Bering Sea","Pleuronectes quadrituberculatus",2005,1239.1404048,117,0.685470085470085,80.2
"Eastern Bering Sea","Pleuronectes quadrituberculatus",2006,1584.1891448,114,0.698245614035088,79.6
"Eastern Bering Sea","Pleuronectes quadrituberculatus",2007,1262.9055513,118,0.674576271186441,79.6
"Eastern Bering Sea","Pleuronectes quadrituberculatus",2008,1277.7616815,115,0.669565217391304,77
"Eastern Bering Sea","Pleuronectes quadrituberculatus",2009,1323.387171,108,0.696296296296296,75.2
"Eastern Bering Sea","Pleuronectes quadrituberculatus",2010,1409.5971993,101,0.728712871287129,73.6
"Eastern Bering Sea","Pleuronectes quadrituberculatus",2011,1262.3139141,104,0.673076923076923,70
"Eastern Bering Sea","Pleuronectes quadrituberculatus",2012,1393.7066784,107,0.693457943925234,74.2
"Eastern Bering Sea","Pleuronectes quadrituberculatus",2013,1152.6005579,102,0.641176470588235,65.4
"Eastern Bering Sea","Pleuronectes quadrituberculatus",2014,1126.2954912,104,0.605769230769231,63
"Eastern Bering Sea","Pleuronectes quadrituberculatus",2015,882.7777802,103,0.607766990291262,62.6
"Eastern Bering Sea","Pleuronectes quadrituberculatus",2016,985.332576,106,0.630188679245283,66.8
"Eastern Bering Sea","Pleuronectes quadrituberculatus",2017,1173.1380281,116,0.655172413793103,76
"Eastern Bering Sea","Pleuronectes quadrituberculatus",2018,893.8941092,124,0.696774193548387,86.4
"Eastern Bering Sea","Pleuronectes quadrituberculatus",2019,889.0272639,119,0.65546218487395,78
"Eastern Bering Sea","Reinhardtius hippoglossoides",1982,86.7128718,27,0.511111111111111,13.8
"Eastern Bering Sea","Reinhardtius hippoglossoides",1983,84.9107386,28,0.478571428571429,13.4
"Eastern Bering Sea","Reinhardtius hippoglossoides",1984,32.8390237,17,0.517647058823529,8.8
"Eastern Bering Sea","Reinhardtius hippoglossoides",1985,28.3785483,23,0.356521739130435,8.2
"Eastern Bering Sea","Reinhardtius hippoglossoides",1986,22.3458722,30,0.3,9
"Eastern Bering Sea","Reinhardtius hippoglossoides",1987,31.0165065,17,0.376470588235294,6.4
"Eastern Bering Sea","Reinhardtius hippoglossoides",1988,79.1440972,28,0.378571428571429,10.6
"Eastern Bering Sea","Reinhardtius hippoglossoides",1989,65.8572321,28,0.421428571428571,11.8
"Eastern Bering Sea","Reinhardtius hippoglossoides",1990,61.26308,33,0.333333333333333,11
"Eastern Bering Sea","Reinhardtius hippoglossoides",1991,80.4184444,30,0.44,13.2
"Eastern Bering Sea","Reinhardtius hippoglossoides",1992,77.9269423,31,0.445161290322581,13.8
"Eastern Bering Sea","Reinhardtius hippoglossoides",1993,71.1524039,31,0.535483870967742,16.6
"Eastern Bering Sea","Reinhardtius hippoglossoides",1994,66.0426206,28,0.457142857142857,12.8
"Eastern Bering Sea","Reinhardtius hippoglossoides",1995,46.8273531,26,0.446153846153846,11.6
"Eastern Bering Sea","Reinhardtius hippoglossoides",1996,41.0977476,37,0.421621621621622,15.6
"Eastern Bering Sea","Reinhardtius hippoglossoides",1997,43.3009219,28,0.385714285714286,10.8
"Eastern Bering Sea","Reinhardtius hippoglossoides",1998,36.8306542,36,0.388888888888889,14
"Eastern Bering Sea","Reinhardtius hippoglossoides",1999,22.7494609,22,0.345454545454545,7.6
"Eastern Bering Sea","Reinhardtius hippoglossoides",2000,28.0862612,30,0.346666666666667,10.4
"Eastern Bering Sea","Reinhardtius hippoglossoides",2001,27.5831939,27,0.362962962962963,9.8
"Eastern Bering Sea","Reinhardtius hippoglossoides",2002,37.3615487,31,0.374193548387097,11.6
"Eastern Bering Sea","Reinhardtius hippoglossoides",2003,46.0653355,38,0.452631578947368,17.2
"Eastern Bering Sea","Reinhardtius hippoglossoides",2004,45.9281207,29,0.524137931034483,15.2
"Eastern Bering Sea","Reinhardtius hippoglossoides",2005,34.0712594,30,0.42,12.6
"Eastern Bering Sea","Reinhardtius hippoglossoides",2006,31.1231456,28,0.442857142857143,12.4
"Eastern Bering Sea","Reinhardtius hippoglossoides",2007,36.9170366,36,0.394444444444444,14.2
"Eastern Bering Sea","Reinhardtius hippoglossoides",2008,46.7947013,35,0.377142857142857,13.2
"Eastern Bering Sea","Reinhardtius hippoglossoides",2009,58.7508584,49,0.326530612244898,16
"Eastern Bering Sea","Reinhardtius hippoglossoides",2010,269.8824895,64,0.365625,23.4
"Eastern Bering Sea","Reinhardtius hippoglossoides",2011,231.8636833,66,0.418181818181818,27.6
"Eastern Bering Sea","Reinhardtius hippoglossoides",2012,113.4941699,50,0.484,24.2
"Eastern Bering Sea","Reinhardtius hippoglossoides",2013,103.0917253,47,0.463829787234043,21.8
"Eastern Bering Sea","Reinhardtius hippoglossoides",2014,75.9627679,46,0.478260869565217,22
"Eastern Bering Sea","Reinhardtius hippoglossoides",2015,53.5927648,36,0.472222222222222,17
"Eastern Bering Sea","Reinhardtius hippoglossoides",2016,41.317071,41,0.404878048780488,16.6
"Eastern Bering Sea","Reinhardtius hippoglossoides",2017,31.6410289,31,0.432258064516129,13.4
"Eastern Bering Sea","Reinhardtius hippoglossoides",2018,22.3030301,37,0.318918918918919,11.8
"Eastern Bering Sea","Reinhardtius hippoglossoides",2019,17.173451,37,0.344594594594595,12.75
"North Sea","Argentina sphyraena",1982.1,133.5,5,0.48,2.4
"North Sea","Argentina sphyraena",1983.1,73.834,22,0.327272727272727,7.2
"North Sea","Argentina sphyraena",1984.1,545.797,25,0.512,12.8
"North Sea","Argentina sphyraena",1985.1,145.749,15,0.48,7.2
"North Sea","Argentina sphyraena",1986.1,207.086,29,0.43448275862069,12.6
"North Sea","Argentina sphyraena",1987.1,561.499,31,0.47741935483871,14.8
"North Sea","Argentina sphyraena",1988.1,277.25,19,0.378947368421053,7.2
"North Sea","Argentina sphyraena",1989.1,1233,26,0.584615384615385,15.2
"North Sea","Argentina sphyraena",1990.1,1240.502,33,0.593939393939394,19.6
"North Sea","Argentina sphyraena",1991.1,482.083,28,0.578571428571429,16.2
"North Sea","Argentina sphyraena",1992.1,3136.003,43,0.52093023255814,22.4
"North Sea","Argentina sphyraena",1993.1,3535.666,47,0.519148936170213,24.4
"North Sea","Argentina sphyraena",1994.1,853.503,36,0.538888888888889,19.4
"North Sea","Argentina sphyraena",1995.1,2829.651,40,0.53,21.2
"North Sea","Argentina sphyraena",1996.1,1528.032,44,0.481818181818182,21.2
"North Sea","Argentina sphyraena",1997.1,884.335,39,0.456410256410256,17.8
"North Sea","Argentina sphyraena",1998.1,772.199,42,0.480952380952381,20.2
"North Sea","Argentina sphyraena",1999.1,1013.634,49,0.56734693877551,27.8
"North Sea","Argentina sphyraena",2000.1,3633.834,56,0.567857142857143,31.8
"North Sea","Argentina sphyraena",2001.1,1688.024,49,0.56734693877551,27.8
"North Sea","Argentina sphyraena",2002.1,3216.169,55,0.563636363636364,31
"North Sea","Argentina sphyraena",2003.1,1300.202,47,0.523404255319149,24.6
"North Sea","Argentina sphyraena",2004.1,823.418,51,0.458823529411765,23.4
"North Sea","Argentina sphyraena",2005.1,1910.801,45,0.528888888888889,23.8
"North Sea","Argentina sphyraena",2006.1,1889.184,50,0.504,25.2
"North Sea","Argentina sphyraena",2007.1,2335.229,53,0.516981132075472,27.4
"North Sea","Argentina sphyraena",2008.1,1582.442,55,0.512727272727273,28.2
"North Sea","Argentina sphyraena",2009.1,1708.518,47,0.434042553191489,20.4
"North Sea","Argentina sphyraena",2010.1,2367.001,67,0.495522388059701,33.2
"North Sea","Argentina sphyraena",2011.1,3068.001,55,0.621818181818182,34.2
"North Sea","Argentina sphyraena",2012.1,1154.861,50,0.5,25
"North Sea","Argentina sphyraena",2013.1,2246.69,55,0.56,30.8
"North Sea","Argentina sphyraena",2014.1,1767.193,50,0.516,25.8
"North Sea","Argentina sphyraena",2015.1,1715.723,60,0.596666666666667,35.8
"North Sea","Argentina sphyraena",2016.1,1490.569,62,0.532258064516129,33
"North Sea","Argentina sphyraena",2017.1,2100.04,62,0.670967741935484,41.6
"North Sea","Argentina sphyraena",2018.1,1807.539,56,0.542857142857143,30.4
"North Sea","Argentina sphyraena",2019.1,1421.122,47,0.617021276595745,29
"North Sea","Callionymus lyra",1982.1,22.5,19,0.302631578947368,5.75
"North Sea","Callionymus lyra",1983.1,70.442,37,0.32972972972973,12.2
"North Sea","Callionymus lyra",1984.1,80.167,47,0.348936170212766,16.4
"North Sea","Callionymus lyra",1985.1,50.987,27,0.311111111111111,8.4
"North Sea","Callionymus lyra",1986.1,106.136,40,0.41,16.4
"North Sea","Callionymus lyra",1987.1,305.309,58,0.344827586206897,20
"North Sea","Callionymus lyra",1988.1,174.336,42,0.366666666666667,15.4
"North Sea","Callionymus lyra",1989.1,250.305,79,0.367088607594937,29
"North Sea","Callionymus lyra",1990.1,322.007,74,0.391891891891892,29
"North Sea","Callionymus lyra",1991.1,357.191,90,0.395555555555556,35.6
"North Sea","Callionymus lyra",1992.1,384.673,78,0.407692307692308,31.8
"North Sea","Callionymus lyra",1993.1,422.049,78,0.402564102564103,31.4
"North Sea","Callionymus lyra",1994.1,238.339,69,0.318840579710145,22
"North Sea","Callionymus lyra",1995.1,330.386,75,0.381333333333333,28.6
"North Sea","Callionymus lyra",1996.1,181.535,53,0.332075471698113,17.6
"North Sea","Callionymus lyra",1997.1,115.169,39,0.297435897435897,11.6
"North Sea","Callionymus lyra",1998.1,84.133,58,0.268965517241379,15.6
"North Sea","Callionymus lyra",1999.1,218.839,65,0.390769230769231,25.4
"North Sea","Callionymus lyra",2000.1,721.292,86,0.395348837209302,34
"North Sea","Callionymus lyra",2001.1,289.509,85,0.348235294117647,29.6
"North Sea","Callionymus lyra",2002.1,1333.781,97,0.414432989690722,40.2
"North Sea","Callionymus lyra",2003.1,518.612,95,0.408421052631579,38.8
"North Sea","Callionymus lyra",2004.1,342.249,82,0.4,32.8
"North Sea","Callionymus lyra",2005.1,380.262,87,0.436781609195402,38
"North Sea","Callionymus lyra",2006.1,304.839,74,0.37027027027027,27.4
"North Sea","Callionymus lyra",2007.1,464.338,98,0.406122448979592,39.8
"North Sea","Callionymus lyra",2008.1,985.87,96,0.441666666666667,42.4
"North Sea","Callionymus lyra",2009.1,726.349,65,0.396923076923077,25.8
"North Sea","Callionymus lyra",2010.1,1394.32,63,0.342857142857143,21.6
"North Sea","Callionymus lyra",2011.1,476.556,54,0.348148148148148,18.8
"North Sea","Callionymus lyra",2012.1,350.312,68,0.4,27.2
"North Sea","Callionymus lyra",2013.1,499.257,84,0.388095238095238,32.6
"North Sea","Callionymus lyra",2014.1,341.571,88,0.409090909090909,36
"North Sea","Callionymus lyra",2015.1,245.306,90,0.337777777777778,30.4
"North Sea","Callionymus lyra",2016.1,222.017,75,0.330666666666667,24.8
"North Sea","Callionymus lyra",2017.1,218.996,69,0.382608695652174,26.4
"North Sea","Callionymus lyra",2018.1,108.455,54,0.255555555555556,13.8
"North Sea","Callionymus lyra",2019.1,190.542,61,0.331147540983607,20.2
"North Sea","Clupea harengus",1982.1,77609.049,133,0.639097744360902,85
"North Sea","Clupea harengus",1983.1,127163.951,143,0.723076923076923,103.4
"North Sea","Clupea harengus",1984.1,146532.413,151,0.71523178807947,108
"North Sea","Clupea harengus",1985.1,261755.693,159,0.723270440251572,115
"North Sea","Clupea harengus",1986.1,364553.939,162,0.664197530864198,107.6
"North Sea","Clupea harengus",1987.1,498339.039,161,0.736645962732919,118.6
"North Sea","Clupea harengus",1988.1,787655.138,159,0.675471698113208,107.4
"North Sea","Clupea harengus",1989.1,308229.673,155,0.683870967741935,106
"North Sea","Clupea harengus",1990.1,181753.753,156,0.642307692307692,100.2
"North Sea","Clupea harengus",1991.1,253776.922,168,0.645238095238095,108.4
"North Sea","Clupea harengus",1992.1,169012.071,161,0.631055900621118,101.6
"North Sea","Clupea harengus",1993.1,539380.389,167,0.633532934131737,105.8
"North Sea","Clupea harengus",1994.1,276508.09,158,0.70506329113924,111.4
"North Sea","Clupea harengus",1995.1,228022.941,163,0.692024539877301,112.8
"North Sea","Clupea harengus",1996.1,236868.402,160,0.7,112
"North Sea","Clupea harengus",1997.1,484684.949,163,0.614723926380368,100.2
"North Sea","Clupea harengus",1998.1,305252.323,169,0.62603550295858,105.8
"North Sea","Clupea harengus",1999.1,159012.429,165,0.637575757575758,105.2
"North Sea","Clupea harengus",2000.1,488406.113,168,0.647619047619048,108.8
"North Sea","Clupea harengus",2001.1,372739.398,169,0.700591715976331,118.4
"North Sea","Clupea harengus",2002.1,441239.574,169,0.631952662721894,106.8
"North Sea","Clupea harengus",2003.1,533258.755,167,0.665868263473054,111.2
"North Sea","Clupea harengus",2004.1,218396.673,160,0.6125,98
"North Sea","Clupea harengus",2005.1,220355.235,162,0.565432098765432,91.6
"North Sea","Clupea harengus",2006.1,314522.535,151,0.529801324503311,80
"North Sea","Clupea harengus",2007.1,156184.34,161,0.530434782608696,85.4
"North Sea","Clupea harengus",2008.1,165062.558,158,0.550632911392405,87
"North Sea","Clupea harengus",2009.1,294083.525,153,0.545098039215686,83.4
"North Sea","Clupea harengus",2010.1,104463.98,164,0.554878048780488,91
"North Sea","Clupea harengus",2011.1,526500.58,175,0.561142857142857,98.2
"North Sea","Clupea harengus",2012.1,281969.674,164,0.563414634146342,92.4
"North Sea","Clupea harengus",2013.1,206151.604,174,0.577011494252874,100.4
"North Sea","Clupea harengus",2014.1,373659.565,174,0.537931034482759,93.6
"North Sea","Clupea harengus",2015.1,438493.705,164,0.654878048780488,107.4
"North Sea","Clupea harengus",2016.1,271866.882,174,0.598850574712644,104.2
"North Sea","Clupea harengus",2017.1,320517.154,167,0.61437125748503,102.6
"North Sea","Clupea harengus",2018.1,109876.704,174,0.549425287356322,95.6
"North Sea","Clupea harengus",2019.1,233999.889,164,0.58780487804878,96.4
"North Sea","Eutrigla gurnardus",1982.1,4513.501,45,0.471111111111111,21.2
"North Sea","Eutrigla gurnardus",1983.1,4136.652,90,0.484444444444444,43.6
"North Sea","Eutrigla gurnardus",1984.1,9767.55,88,0.597727272727273,52.6
"North Sea","Eutrigla gurnardus",1985.1,2208.804,104,0.565384615384615,58.8
"North Sea","Eutrigla gurnardus",1986.1,5928.638,93,0.498924731182796,46.4
"North Sea","Eutrigla gurnardus",1987.1,3049.506,91,0.542857142857143,49.4
"North Sea","Eutrigla gurnardus",1988.1,1520.342,104,0.534615384615385,55.6
"North Sea","Eutrigla gurnardus",1989.1,4970.273,131,0.630534351145038,82.6
"North Sea","Eutrigla gurnardus",1990.1,8237.757,145,0.696551724137931,101
"North Sea","Eutrigla gurnardus",1991.1,9090.681,139,0.661870503597122,92
"North Sea","Eutrigla gurnardus",1992.1,9368.339,143,0.681118881118881,97.4
"North Sea","Eutrigla gurnardus",1993.1,11687.278,141,0.670921985815603,94.6
"North Sea","Eutrigla gurnardus",1994.1,6866.159,127,0.625196850393701,79.4
"North Sea","Eutrigla gurnardus",1995.1,9108.707,140,0.597142857142857,83.6
"North Sea","Eutrigla gurnardus",1996.1,13065.335,111,0.605405405405405,67.2
"North Sea","Eutrigla gurnardus",1997.1,18086.788,120,0.625,75
"North Sea","Eutrigla gurnardus",1998.1,13166.547,143,0.706293706293706,101
"North Sea","Eutrigla gurnardus",1999.1,30097.872,146,0.706849315068493,103.2
"North Sea","Eutrigla gurnardus",2000.1,19392.195,146,0.756164383561644,110.4
"North Sea","Eutrigla gurnardus",2001.1,15500.872,148,0.725675675675676,107.4
"North Sea","Eutrigla gurnardus",2002.1,17187.239,150,0.764,114.6
"North Sea","Eutrigla gurnardus",2003.1,16157.89,146,0.704109589041096,102.8
"North Sea","Eutrigla gurnardus",2004.1,18606.292,148,0.705405405405405,104.4
"North Sea","Eutrigla gurnardus",2005.1,22169.229,154,0.758441558441558,116.8
"North Sea","Eutrigla gurnardus",2006.1,23987.688,140,0.772857142857143,108.2
"North Sea","Eutrigla gurnardus",2007.1,28977.894,158,0.760759493670886,120.2
"North Sea","Eutrigla gurnardus",2008.1,22570.472,150,0.784,117.6
"North Sea","Eutrigla gurnardus",2009.1,18387.65,148,0.686486486486486,101.6
"North Sea","Eutrigla gurnardus",2010.1,16565.14,140,0.674285714285714,94.4
"North Sea","Eutrigla gurnardus",2011.1,19640.276,141,0.775886524822695,109.4
"North Sea","Eutrigla gurnardus",2012.1,29712.827,140,0.765714285714286,107.2
"North Sea","Eutrigla gurnardus",2013.1,18514.05,144,0.702777777777778,101.2
"North Sea","Eutrigla gurnardus",2014.1,20591.062,154,0.723376623376623,111.4
"North Sea","Eutrigla gurnardus",2015.1,25560.009,166,0.743373493975904,123.4
"North Sea","Eutrigla gurnardus",2016.1,29465.741,169,0.797633136094675,134.8
"North Sea","Eutrigla gurnardus",2017.1,26892.433,163,0.788957055214724,128.6
"North Sea","Eutrigla gurnardus",2018.1,16226.161,169,0.733727810650888,124
"North Sea","Eutrigla gurnardus",2019.1,18121.907,162,0.751851851851852,121.8
"North Sea","Gadus morhua",1982.1,3443.986,161,0.631055900621118,101.6
"North Sea","Gadus morhua",1983.1,4047.062,169,0.688757396449704,116.4
"North Sea","Gadus morhua",1984.1,5482.946,167,0.682634730538922,114
"North Sea","Gadus morhua",1985.1,3045.46,165,0.672727272727273,111
"North Sea","Gadus morhua",1986.1,4261.598,166,0.659036144578313,109.4
"North Sea","Gadus morhua",1987.1,5364.542,165,0.687272727272727,113.4
"North Sea","Gadus morhua",1988.1,2672.01,155,0.661935483870968,102.6
"North Sea","Gadus morhua",1989.1,2903.366,164,0.648780487804878,106.4
"North Sea","Gadus morhua",1990.1,2586.71,157,0.611464968152866,96
"North Sea","Gadus morhua",1991.1,2717.369,164,0.596341463414634,97.8
"North Sea","Gadus morhua",1992.1,2597.383,162,0.545679012345679,88.4
"North Sea","Gadus morhua",1993.1,3586.843,167,0.595209580838323,99.4
"North Sea","Gadus morhua",1994.1,2197.946,157,0.551592356687898,86.6
"North Sea","Gadus morhua",1995.1,5621.91,157,0.608917197452229,95.6
"North Sea","Gadus morhua",1996.1,3409.258,158,0.546835443037975,86.4
"North Sea","Gadus morhua",1997.1,5579.154,162,0.55679012345679,90.2
"North Sea","Gadus morhua",1998.1,6027.063,163,0.639263803680982,104.2
"North Sea","Gadus morhua",1999.1,3147.362,167,0.495808383233533,82.8
"North Sea","Gadus morhua",2000.1,2838.51,158,0.534177215189873,84.4
"North Sea","Gadus morhua",2001.1,1810.914,152,0.518421052631579,78.8
"North Sea","Gadus morhua",2002.1,2358.657,160,0.5075,81.2
"North Sea","Gadus morhua",2003.1,964.764,143,0.446153846153846,63.8
"North Sea","Gadus morhua",2004.1,2067.728,157,0.412738853503185,64.8
"North Sea","Gadus morhua",2005.1,1215.678,146,0.420547945205479,61.4
"North Sea","Gadus morhua",2006.1,1569.939,156,0.412820512820513,64.4
"North Sea","Gadus morhua",2007.1,1643.156,157,0.445859872611465,70
"North Sea","Gadus morhua",2008.1,1090.162,157,0.459872611464968,72.2
"North Sea","Gadus morhua",2009.1,868.492,127,0.407874015748032,51.8
"North Sea","Gadus morhua",2010.1,1184.889,156,0.473076923076923,73.8
"North Sea","Gadus morhua",2011.1,1318.405,157,0.45859872611465,72
"North Sea","Gadus morhua",2012.1,1480.68,143,0.457342657342657,65.4
"North Sea","Gadus morhua",2013.1,1312.842,152,0.45921052631579,69.8
"North Sea","Gadus morhua",2014.1,1427.761,157,0.430573248407643,67.6
"North Sea","Gadus morhua",2015.1,1968.804,162,0.48641975308642,78.8
"North Sea","Gadus morhua",2016.1,1519.28,142,0.484507042253521,68.8
"North Sea","Gadus morhua",2017.1,1978.132,160,0.48,76.8
"North Sea","Gadus morhua",2018.1,1229.739,139,0.431654676258993,60
"North Sea","Gadus morhua",2019.1,585.346,127,0.384251968503937,48.8
"North Sea","Glyptocephalus cynoglossus",1982.1,25,17,0.338235294117647,5.75
"North Sea","Glyptocephalus cynoglossus",1983.1,90.591,43,0.358139534883721,15.4
"North Sea","Glyptocephalus cynoglossus",1984.1,70.765,36,0.361111111111111,13
"North Sea","Glyptocephalus cynoglossus",1985.1,92.203,35,0.354285714285714,12.4
"North Sea","Glyptocephalus cynoglossus",1986.1,93.391,48,0.325,15.6
"North Sea","Glyptocephalus cynoglossus",1987.1,101.406,40,0.38,15.2
"North Sea","Glyptocephalus cynoglossus",1988.1,45.669,24,0.308333333333333,7.4
"North Sea","Glyptocephalus cynoglossus",1989.1,196.667,46,0.404347826086957,18.6
"North Sea","Glyptocephalus cynoglossus",1990.1,74.501,36,0.338888888888889,12.2
"North Sea","Glyptocephalus cynoglossus",1991.1,87.67,34,0.4,13.6
"North Sea","Glyptocephalus cynoglossus",1992.1,236.839,48,0.354166666666667,17
"North Sea","Glyptocephalus cynoglossus",1993.1,269.669,53,0.388679245283019,20.6
"North Sea","Glyptocephalus cynoglossus",1994.1,203.584,44,0.322727272727273,14.2
"North Sea","Glyptocephalus cynoglossus",1995.1,288.535,50,0.388,19.4
"North Sea","Glyptocephalus cynoglossus",1996.1,206.904,51,0.368627450980392,18.8
"North Sea","Glyptocephalus cynoglossus",1997.1,285.036,47,0.348936170212766,16.4
"North Sea","Glyptocephalus cynoglossus",1998.1,338.137,58,0.379310344827586,22
"North Sea","Glyptocephalus cynoglossus",1999.1,281.035,41,0.429268292682927,17.6
"North Sea","Glyptocephalus cynoglossus",2000.1,231.138,52,0.376923076923077,19.6
"North Sea","Glyptocephalus cynoglossus",2001.1,150.968,42,0.338095238095238,14.2
"North Sea","Glyptocephalus cynoglossus",2002.1,199.589,45,0.346666666666667,15.6
"North Sea","Glyptocephalus cynoglossus",2003.1,149.036,36,0.372222222222222,13.4
"North Sea","Glyptocephalus cynoglossus",2004.1,71.307,29,0.331034482758621,9.6
"North Sea","Glyptocephalus cynoglossus",2005.1,72.086,34,0.311764705882353,10.6
"North Sea","Glyptocephalus cynoglossus",2006.1,29.318,23,0.252173913043478,5.8
"North Sea","Glyptocephalus cynoglossus",2007.1,62.912,25,0.352,8.8
"North Sea","Glyptocephalus cynoglossus",2008.1,90.539,40,0.305,12.2
"North Sea","Glyptocephalus cynoglossus",2009.1,47.275,17,0.317647058823529,5.4
"North Sea","Glyptocephalus cynoglossus",2010.1,61.969,22,0.363636363636364,8
"North Sea","Glyptocephalus cynoglossus",2011.1,134.336,31,0.316129032258065,9.8
"North Sea","Glyptocephalus cynoglossus",2012.1,118.886,28,0.335714285714286,9.4
"North Sea","Glyptocephalus cynoglossus",2013.1,121.312,37,0.32972972972973,12.2
"North Sea","Glyptocephalus cynoglossus",2014.1,204.961,42,0.347619047619048,14.6
"North Sea","Glyptocephalus cynoglossus",2015.1,121.471,39,0.307692307692308,12
"North Sea","Glyptocephalus cynoglossus",2016.1,113.198,41,0.336585365853659,13.8
"North Sea","Glyptocephalus cynoglossus",2017.1,125.352,40,0.32,12.8
"North Sea","Glyptocephalus cynoglossus",2018.1,53.585,27,0.303703703703704,8.2
"North Sea","Glyptocephalus cynoglossus",2019.1,109.687,49,0.318367346938775,15.6
"North Sea","Hippoglossoides platessoides",1982.1,1739.335,106,0.613207547169811,65
"North Sea","Hippoglossoides platessoides",1983.1,4024.942,119,0.715966386554622,85.2
"North Sea","Hippoglossoides platessoides",1984.1,5348.341,131,0.763358778625954,100
"North Sea","Hippoglossoides platessoides",1985.1,3569.612,136,0.733823529411765,99.8
"North Sea","Hippoglossoides platessoides",1986.1,5212.716,137,0.818978102189781,112.2
"North Sea","Hippoglossoides platessoides",1987.1,9035.841,137,0.861313868613139,118
"North Sea","Hippoglossoides platessoides",1988.1,4420.873,123,0.747967479674797,92
"North Sea","Hippoglossoides platessoides",1989.1,9491.681,130,0.827692307692308,107.6
"North Sea","Hippoglossoides platessoides",1990.1,8603.666,131,0.825954198473282,108.2
"North Sea","Hippoglossoides platessoides",1991.1,6997.521,132,0.753030303030303,99.4
"North Sea","Hippoglossoides platessoides",1992.1,10217.635,128,0.821875,105.2
"North Sea","Hippoglossoides platessoides",1993.1,17866.645,130,0.830769230769231,108
"North Sea","Hippoglossoides platessoides",1994.1,12549.476,127,0.84251968503937,107
"North Sea","Hippoglossoides platessoides",1995.1,17368.567,136,0.827941176470588,112.6
"North Sea","Hippoglossoides platessoides",1996.1,12981.717,132,0.822727272727273,108.6
"North Sea","Hippoglossoides platessoides",1997.1,18867.975,141,0.85531914893617,120.6
"North Sea","Hippoglossoides platessoides",1998.1,23750.01,144,0.881944444444444,127
"North Sea","Hippoglossoides platessoides",1999.1,20419.872,143,0.847552447552448,121.2
"North Sea","Hippoglossoides platessoides",2000.1,20556.753,138,0.879710144927536,121.4
"North Sea","Hippoglossoides platessoides",2001.1,13487.833,145,0.797241379310345,115.6
"North Sea","Hippoglossoides platessoides",2002.1,12802.952,136,0.844117647058824,114.8
"North Sea","Hippoglossoides platessoides",2003.1,11324.382,141,0.794326241134752,112
"North Sea","Hippoglossoides platessoides",2004.1,11551.626,137,0.747445255474453,102.4
"North Sea","Hippoglossoides platessoides",2005.1,13621.37,141,0.747517730496454,105.4
"North Sea","Hippoglossoides platessoides",2006.1,9424.338,134,0.732835820895522,98.2
"North Sea","Hippoglossoides platessoides",2007.1,16813.913,137,0.762043795620438,104.4
"North Sea","Hippoglossoides platessoides",2008.1,14549.753,139,0.794244604316547,110.4
"North Sea","Hippoglossoides platessoides",2009.1,7520.325,134,0.641791044776119,86
"North Sea","Hippoglossoides platessoides",2010.1,6688.075,128,0.70625,90.4
"North Sea","Hippoglossoides platessoides",2011.1,5856.976,139,0.703597122302158,97.8
"North Sea","Hippoglossoides platessoides",2012.1,10394.351,127,0.721259842519685,91.6
"North Sea","Hippoglossoides platessoides",2013.1,9829.158,137,0.766423357664234,105
"North Sea","Hippoglossoides platessoides",2014.1,14044.063,142,0.754929577464789,107.2
"North Sea","Hippoglossoides platessoides",2015.1,10445.648,136,0.822058823529412,111.8
"North Sea","Hippoglossoides platessoides",2016.1,12501.687,140,0.788571428571429,110.4
"North Sea","Hippoglossoides platessoides",2017.1,12190.874,137,0.785401459854015,107.6
"North Sea","Hippoglossoides platessoides",2018.1,8167.596,128,0.6984375,89.4
"North Sea","Hippoglossoides platessoides",2019.1,7915.868,133,0.696240601503759,92.6
"North Sea","Lepidorhombus whiffiagonis",1982.1,30.5,4,0.7,2.8
